bias,positive,negative,sentiment
1,54,3775,0
1,58,3903,0
1,612,4303,0
1,1,3671,0
1,2,3670,0
1,13,3679,0
1,225,3877,0
1,175,3885,0
1,44,3715,0
1,203,3936,0
1,178,3888,0
1,192,3746,0
1,29,3690,0
1,284,3897,0
1,12,3694,0
1,188,3920,0
1,244,450,0
1,26,3669,0
1,348,3982,0
1,848,4397,0
1,62,3720,0
1,445,4079,0
1,462,3954,0
1,71,3683,0
1,153,3848,0
1,194,3863,0
1,72,3792,0
1,340,3793,0
1,71,166,0
1,400,4027,0
1,8,3689,0
1,182,3840,0
1,1,3707,0
1,31,3760,0
1,38,3716,0
1,60,3718,0
1,240,4066,0
1,236,3990,0
1,183,853,0
1,192,3888,0
1,269,3976,0
1,526,975,0
1,18,3737,0
1,360,749,0
1,306,4022,0
1,471,4028,0
1,2,3667,0
1,137,3890,0
1,324,4071,0
1,361,4084,0
1,226,3996,0
1,50,3696,0
1,25,3692,0
1,22,3700,0
1,16,3697,0
1,3,3672,0
1,22,430,0
1,125,757,0
1,480,4251,0
1,215,4050,0
1,73,568,0
1,168,3938,0
1,129,3796,0
1,46,3727,0
1,28,3708,0
1,235,3978,0
1,1,3666,0
1,85,3790,0
1,14,394,0
1,87,3981,0
1,536,4189,0
1,400,4151,0
1,218,3825,0
1,88,3833,0
1,161,3887,0
1,34,654,0
1,360,853,0
1,24,3679,0
1,60,3827,0
1,538,900,0
1,1,3664,0
1,210,4075,0
1,1,3663,0
1,121,3773,0
1,212,3936,0
1,179,3878,0
1,424,855,0
1,151,3961,0
1,18,3902,0
1,11,399,0
1,16,3776,0
1,39,3704,0
1,63,3730,0
1,58,3734,0
1,461,4163,0
1,154,3763,0
1,259,3957,0
1,205,3873,0
1,597,4256,0
1,0,378,0
1,142,3828,0
1,118,3770,0
1,370,4133,0
1,2,3665,0
1,96,3898,0
1,17,3723,0
1,241,3969,0
1,131,3912,0
1,409,4327,0
1,92,3696,0
1,279,3923,0
1,245,7746,0
1,54,3683,0
1,190,4091,0
1,279,4317,0
1,91,4018,0
1,70,3756,0
1,775,4472,0
1,425,4202,0
1,461,4375,0
1,20,3717,0
1,121,3844,0
1,296,4391,0
1,2,383,0
1,423,368,0
1,190,3719,0
1,527,3785,0
1,41,3738,0
1,168,4213,0
1,537,842,0
1,316,3988,0
1,311,938,0
1,44,3816,0
1,143,4036,0
1,494,4221,0
1,1,3665,0
1,40,3723,0
1,886,8118,0
1,1,3667,0
1,2,3672,0
1,295,4069,0
1,224,3926,0
1,64,3737,0
1,245,3978,0
1,289,3942,0
1,698,4569,0
1,102,3755,0
1,222,3948,0
1,110,4059,0
1,20,3907,0
1,87,3754,0
1,14,3678,0
1,1,3663,0
1,160,3974,0
1,4,3677,0
1,104,3879,0
1,273,3959,0
1,237,4079,0
1,57,3803,0
1,1,3663,0
1,2,3669,0
1,864,4791,0
1,3,3665,0
1,165,7674,0
1,496,4377,0
1,150,3924,0
1,70,3849,0
1,227,3828,0
1,179,3881,0
1,123,3776,0
1,272,7574,0
1,234,681,0
1,179,3848,0
1,122,3806,0
1,445,3986,0
1,31,3713,0
1,56,3719,0
1,8,3679,0
1,86,7654,0
1,58,3670,0
1,66,3833,0
1,113,3711,0
1,32,71,0
1,327,4202,0
1,8,3671,0
1,355,3972,0
1,673,4686,0
1,150,3864,0
1,251,303,0
1,6,3700,0
1,504,4148,0
1,496,4089,0
1,30,3713,0
1,30,3713,0
1,12,3693,0
1,120,3839,0
1,798,4096,0
1,235,677,0
1,512,4158,0
1,123,3990,0
1,122,3903,0
1,337,3791,0
1,30,3713,0
1,267,3979,0
1,1,3663,0
1,19,3727,0
1,471,927,0
1,483,4196,0
1,63,3772,0
1,488,4184,0
1,40,7398,0
1,101,460,0
1,203,3928,0
1,52,3733,0
1,75,3866,0
1,75,592,0
1,93,3682,0
1,259,3842,0
1,27,3711,0
1,7,3681,0
1,347,4276,0
1,430,4203,0
1,38,3695,0
1,101,3837,0
1,53,3715,0
1,150,3910,0
1,105,3823,0
1,127,3943,0
1,59,3754,0
1,2,3670,0
1,1,3664,0
1,2,3666,0
1,132,3810,0
1,355,4084,0
1,101,132,0
1,31,3741,0
1,622,4478,0
1,54,3775,0
1,184,3829,0
1,341,4162,0
1,3,3670,0
1,470,8150,0
1,77,3761,0
1,6,3680,0
1,68,3739,0
1,110,4009,0
1,330,4045,0
1,36,3742,0
1,330,764,0
1,116,3809,0
1,113,3885,0
1,248,3822,0
1,38,3703,0
1,101,848,0
1,201,4000,0
1,218,3751,0
1,543,4616,0
1,59,3698,0
1,51,3742,0
1,281,4163,0
1,1,3675,0
1,183,3778,0
1,158,3841,0
1,387,4121,0
1,1,3666,0
1,2,3675,0
1,432,4069,0
1,6,3677,0
1,171,487,0
1,1,3668,0
1,59,3810,0
1,41,3723,0
1,35,3689,0
1,62,3721,0
1,91,3885,0
1,121,3773,0
1,32,3692,0
1,4,3676,0
1,205,3874,0
1,3,3666,0
1,7,3678,0
1,346,773,0
1,19,3904,0
1,25,3680,0
1,14,3782,0
1,90,3891,0
1,976,4831,0
1,32,3711,0
1,176,3847,0
1,2,3667,0
1,358,3835,0
1,81,3906,0
1,79,3783,0
1,1,3666,0
1,1,3664,0
1,298,4087,0
1,185,3812,0
1,515,4505,0
1,9,7333,0
1,154,4046,0
1,146,3759,0
1,806,4711,0
1,367,4034,0
1,192,3930,0
1,38,3800,0
1,33,3939,0
1,105,3799,0
1,413,4028,0
1,383,4070,0
1,741,4546,0
1,70,3754,0
1,491,4385,0
1,50,52,0
1,24,415,0
1,22,14700,0
1,109,3912,0
1,449,4173,0
1,207,3976,0
1,216,633,0
1,576,4166,0
1,106,3787,0
1,21,3904,0
1,29,3913,0
1,325,4102,0
1,13,3679,0
1,97,478,0
1,88,3762,0
1,190,3855,0
1,148,3937,0
1,163,3814,0
1,348,3843,0
1,142,3831,0
1,16,3735,0
1,188,3845,0
1,20,3907,0
1,187,3924,0
1,36,658,0
1,4,3674,0
1,118,3902,0
1,19,3727,0
1,300,388,0
1,197,982,0
1,200,735,0
1,21,3695,0
1,953,4669,0
1,56,3797,0
1,1,3664,0
1,17,3673,0
1,164,4011,0
1,197,4043,0
1,188,3982,0
1,6,3700,0
1,18,3902,0
1,423,4115,0
1,303,4095,0
1,31,529,0
1,8,3679,0
1,293,4067,0
1,1,3663,0
1,102,3762,0
1,246,4091,0
1,236,3980,0
1,98,3742,0
1,151,3818,0
1,71,3767,0
1,66,3773,0
1,245,3925,0
1,121,3922,0
1,29,3688,0
1,798,4988,0
1,35,3796,0
1,162,3982,0
1,279,3946,0
1,59,3722,0
1,2,381,0
1,20,3712,0
1,4,3689,0
1,346,3964,0
1,189,562,0
1,606,4464,0
1,467,4185,0
1,696,4582,0
1,26,397,0
1,1,3664,0
1,94,3794,0
1,279,22217,0
1,250,3830,0
1,205,7636,0
1,173,747,0
1,57,3703,0
1,86,3724,0
1,19,389,0
1,155,3844,0
1,375,3960,0
1,688,4365,0
1,89,3751,0
1,3,3670,0
1,28,3692,0
1,11,410,0
1,205,3969,0
1,470,869,0
1,148,3792,0
1,400,4166,0
1,182,3892,0
1,294,4125,0
1,216,3871,0
1,170,3850,0
1,0,390,0
1,400,4152,0
1,1,3670,0
1,408,4402,0
1,40,3713,0
1,194,610,0
1,322,828,0
1,6,3673,0
1,3,3668,0
1,595,4336,0
1,137,548,0
1,424,4340,0
1,347,3957,0
1,6,3677,0
1,337,3791,0
1,40,469,0
1,522,3787,0
1,124,3758,0
1,165,3821,0
1,104,3756,0
1,201,4220,0
1,227,778,0
1,105,3771,0
1,446,4509,0
1,529,4342,0
1,81,3909,0
1,448,4199,0
1,6,3721,0
1,49,3708,0
1,1,3664,0
1,121,3924,0
1,213,4020,0
1,6,3665,0
1,434,4209,0
1,95,3806,0
1,853,4594,0
1,1,3670,0
1,21,3718,0
1,84,4005,0
1,455,4240,0
1,282,4085,0
1,123,3799,0
1,15,3786,0
1,239,3956,0
1,128,3809,0
1,206,3910,0
1,1,3665,0
1,21,3724,0
1,152,3790,0
1,152,3921,0
1,76,3797,0
1,397,4188,0
1,59,107,0
1,18,3902,0
1,195,3878,0
1,11,3685,0
1,334,3983,0
1,17,3691,0
1,4,3668,0
1,52,3720,0
1,354,4206,0
1,75,3779,0
1,11,3673,0
1,418,3987,0
1,7,3699,0
1,51,7418,0
1,118,839,0
1,509,4349,0
1,105,3781,0
1,278,3895,0
1,163,3825,0
1,252,4255,0
1,792,4751,0
1,19,3699,0
1,153,3879,0
1,242,4009,0
1,5,3666,0
1,145,3798,0
1,126,3869,0
1,7,3667,0
1,1,3675,0
1,598,3983,0
1,963,4927,0
1,93,3762,0
1,4,3688,0
1,261,4078,0
1,175,3970,0
1,4,3684,0
1,1142,1167,0
1,76,3839,0
1,101,3804,0
1,1,3668,0
1,64,3765,0
1,17,419,0
1,8,3707,0
1,26,3718,0
1,188,3811,0
1,224,3969,0
1,36,3796,0
1,137,3976,0
1,296,4172,0
1,285,3957,0
1,546,4257,0
1,7,3672,0
1,327,3892,0
1,661,4796,0
1,217,3879,0
1,111,3853,0
1,201,3747,0
1,86,3737,0
1,196,3951,0
1,307,4281,0
1,12,3693,0
1,443,4107,0
1,318,4070,0
1,18,3693,0
1,18,3903,0
1,107,772,0
1,348,4027,0
1,167,7443,0
1,14,3706,0
1,530,4158,0
1,277,478,0
1,44,3715,0
1,84,650,0
1,1,3663,0
1,19,417,0
1,375,3998,0
1,322,7796,0
1,6,3684,0
1,40,3735,0
1,10,3682,0
1,47,3941,0
1,62,3819,0
1,144,3773,0
1,8,3765,0
1,169,3916,0
1,268,4110,0
1,169,3853,0
1,1179,4937,0
1,55,4007,0
1,273,3880,0
1,377,4154,0
1,589,4327,0
1,41,3766,0
1,170,3792,0
1,227,790,0
1,287,4071,0
1,13,3703,0
1,126,3852,0
1,85,3859,0
1,289,4048,0
1,141,3930,0
1,32,3734,0
1,88,3754,0
1,32,3691,0
1,625,4517,0
1,81,3823,0
1,95,3741,0
1,33,3691,0
1,182,3931,0
1,2,3667,0
1,258,4051,0
1,150,3881,0
1,24,3671,0
1,401,615,0
1,167,3845,0
1,1,3664,0
1,6,3683,0
1,394,3934,0
1,1,3663,0
1,27,3708,0
1,3,48,0
1,432,4240,0
1,188,3778,0
1,4,3682,0
1,12,3707,0
1,125,776,0
1,220,7530,0
1,17,3675,0
1,379,4285,0
1,74,3779,0
1,417,4242,0
1,18,3903,0
1,353,3989,0
1,146,3966,0
1,50,3789,0
1,53,3731,0
1,152,4092,0
1,343,15109,0
1,218,4032,0
1,248,4089,0
1,431,4027,0
1,107,3932,0
1,8,3675,0
1,185,3878,0
1,28,3693,0
1,184,3854,0
1,115,3898,0
1,240,3986,0
1,144,3920,0
1,65,3850,0
1,111,3790,0
1,573,4074,0
1,573,4501,0
1,208,640,0
1,2,3665,0
1,5,3667,0
1,388,4252,0
1,101,3778,0
1,123,3792,0
1,107,3932,0
1,120,3798,0
1,199,3772,0
1,129,3881,0
1,13,3689,0
1,13,426,0
1,240,3935,0
1,387,4130,0
1,567,3954,0
1,230,693,0
1,137,3942,0
1,339,3949,0
1,197,4023,0
1,611,4131,0
1,3,3672,0
1,81,651,0
1,18,3787,0
1,331,4069,0
1,32,3719,0
1,240,3944,0
1,761,4785,0
1,121,3773,0
1,624,4059,0
1,138,3951,0
1,19,3775,0
1,152,3944,0
1,82,3804,0
1,236,692,0
1,153,3851,0
1,192,3746,0
1,107,3932,0
1,77,3722,0
1,8,3678,0
1,2,3669,0
1,144,3946,0
1,582,4138,0
1,715,4471,0
1,381,4336,0
1,17,3722,0
1,144,3858,0
1,28,3785,0
1,126,3847,0
1,73,3853,0
1,3,3665,0
1,27,3674,0
1,183,4042,0
1,294,4171,0
1,160,3790,0
1,85,3764,0
1,37,3690,0
1,1,3666,0
1,67,497,0
1,534,11491,0
1,61,3857,0
1,103,3796,0
1,0,378,0
1,246,3906,0
1,54,3735,0
1,120,513,0
1,207,3805,0
1,320,4006,0
1,77,3716,0
1,209,3882,0
1,19,3906,0
1,379,4281,0
1,209,593,0
1,121,3924,0
1,10,3708,0
1,8,3690,0
1,73,3842,0
1,311,4186,0
1,290,4015,0
1,181,3874,0
1,85,632,0
1,206,3824,0
1,197,3827,0
1,13,3683,0
1,39,3722,0
1,401,3861,0
1,178,3917,0
1,177,4086,0
1,77,187,0
1,2,3665,0
1,2,3668,0
1,392,4064,0
1,200,3989,0
1,169,3917,0
1,288,858,0
1,25,3746,0
1,427,4113,0
1,97,3807,0
1,67,3882,0
1,67,3759,0
1,61,3696,0
1,196,11175,0
1,1032,4392,0
1,34,3738,0
1,217,3968,0
1,219,4127,0
1,378,3934,0
1,145,3902,0
1,53,3799,0
1,846,4717,0
1,216,202,0
1,112,3804,0
1,69,3757,0
1,379,4160,0
1,371,4075,0
1,1,3667,0
1,337,3791,0
1,156,3822,0
1,140,3856,0
1,15,3726,0
1,587,4683,0
1,583,994,0
1,117,3825,0
1,68,3720,0
1,424,4104,0
1,109,79,0
1,44,3838,0
1,89,3765,0
1,1,3664,0
1,463,4643,0
1,111,3745,0
1,168,4107,0
1,393,4212,0
1,1,3666,0
1,70,3848,0
1,20,3730,0
1,59,3861,0
1,448,4230,0
1,15,3686,0
1,107,3932,0
1,19,3699,0
1,389,4093,0
1,389,4092,0
1,19,3677,0
1,469,4225,0
1,386,4097,0
1,258,1445,0
1,56,3727,0
1,121,3776,0
1,123,3832,0
1,15,416,0
1,1,3667,0
1,49,3955,0
1,76,3754,0
1,68,3724,0
1,72,3764,0
1,0,380,0
1,41,7599,0
1,44,539,0
1,617,4295,0
1,951,4199,0
1,26,3701,0
1,625,944,0
1,3,3676,0
1,513,4180,0
1,301,465,0
1,486,4321,0
1,54,3731,0
1,84,3852,0
1,4,46,0
1,200,583,0
1,278,3774,0
1,36,3721,0
1,345,988,0
1,69,3840,0
1,250,3996,0
1,8,3669,0
1,651,4285,0
1,110,3885,0
1,226,3909,0
1,15,3680,0
1,24,3914,0
1,68,3908,0
1,117,3764,0
1,1,3669,0
1,438,4118,0
1,872,4774,0
1,1,3669,0
1,5,3688,0
1,17,3686,0
1,281,699,0
1,238,4027,0
1,417,4454,0
1,401,4068,0
1,12,3685,0
1,9,3704,0
1,139,4113,0
1,69,3758,0
1,840,4449,0
1,61,3688,0
1,226,3843,0
1,21,3676,0
1,6,3763,0
1,162,3825,0
1,18,3669,0
1,55,470,0
1,112,3842,0
1,239,7663,0
1,287,4012,0
1,281,4156,0
1,54,433,0
1,1,3667,0
1,184,680,0
1,163,3963,0
1,149,3859,0
1,65,3716,0
1,22,91,0
1,227,3873,0
1,1,3670,0
1,881,4605,0
1,101,3852,0
1,1,3664,0
1,18,3676,0
1,467,4106,0
1,5,3671,0
1,30,665,0
1,364,4129,0
1,423,4029,0
1,320,3908,0
1,69,3722,0
1,1353,12465,0
1,59,468,0
1,356,4051,0
1,44,23,0
1,335,4210,0
1,233,733,0
1,26,3687,0
1,229,3918,0
1,16,7342,0
1,447,4131,0
1,88,3831,0
1,215,4020,0
1,2,3669,0
1,222,3871,0
1,33,3722,0
1,29,3682,0
1,363,4134,0
1,370,3901,0
1,311,3978,0
1,357,11725,0
1,95,3815,0
1,273,7517,0
1,174,3914,0
1,7,3687,0
1,82,3947,0
1,106,3896,0
1,38,3700,0
1,65,3774,0
1,1,3664,0
1,129,3829,0
1,134,3727,0
1,324,4040,0
1,1,3663,0
1,304,4042,0
1,266,4134,0
1,499,4080,0
1,145,3774,0
1,5,3702,0
1,179,467,0
1,22,3700,0
1,143,7486,0
1,408,4244,0
1,253,277,0
1,68,3811,0
1,43,3717,0
1,102,3823,0
1,25,3706,0
1,370,851,0
1,108,683,0
1,749,4595,0
1,337,3791,0
1,239,4031,0
1,16,397,0
1,142,3805,0
1,209,591,0
1,727,4474,0
1,747,4389,0
1,52,3941,0
1,12,3684,0
1,33,3685,0
1,139,3829,0
1,144,3935,0
1,544,4245,0
1,77,3831,0
1,18,3902,0
1,410,4037,0
1,1,3668,0
1,416,837,0
1,352,4067,0
1,253,440,0
1,150,3878,0
1,276,3847,0
1,121,3968,0
1,250,3974,0
1,473,3942,0
1,83,3769,0
1,0,0,0
1,536,4238,0
1,546,4298,0
1,116,3804,0
1,21,3904,0
1,135,3828,0
1,3,383,0
1,1209,7614,0
1,472,4144,0
1,107,3948,0
1,1,3663,0
1,220,3857,0
1,31,3718,0
1,79,3956,0
1,1209,7614,0
1,43,3688,0
1,1,3663,0
1,12,23,0
1,294,3860,0
1,121,3950,0
1,19,3903,0
1,301,4013,0
1,1209,7614,0
1,191,496,0
1,162,3894,0
1,21,3725,0
1,1209,7614,0
1,252,646,0
1,3,3665,0
1,154,3904,0
1,1209,7614,0
1,3,3677,0
1,19,3769,0
1,436,4184,0
1,37,3943,0
1,185,3961,0
1,1209,7614,0
1,3125,351,0
1,218,3918,0
1,644,4310,0
1,257,4032,0
1,47,3706,0
1,1209,7614,0
1,164,3821,0
1,30,3688,0
1,70,3773,0
1,11,3677,0
1,1209,7614,0
1,162,3854,0
1,25,3746,0
1,1209,7614,0
1,344,4036,0
1,22,3700,0
1,502,915,0
1,1209,7614,0
1,25,3713,0
1,116,4024,0
1,206,670,0
1,457,3966,0
1,470,4419,0
1,84,3981,0
1,218,4297,0
1,10,3677,0
1,5,390,0
1,385,4297,0
1,69,3765,0
1,1209,7614,0
1,328,3990,0
1,439,4283,0
1,3,3668,0
1,94,462,0
1,207,3906,0
1,1209,7614,0
1,106,3939,0
1,393,922,0
1,523,499,0
1,35,3692,0
1,305,623,0
1,470,4197,0
1,1209,7614,0
1,1,386,0
1,165,3950,0
1,164,3884,0
1,24,3671,0
1,150,11246,0
1,306,4086,0
1,44,52,0
1,1209,7614,0
1,19,19,0
1,1,3663,0
1,6,3674,0
1,174,3934,0
1,150,240,0
1,194,4462,0
1,249,4073,0
1,1209,7614,0
1,259,643,0
1,1209,7614,0
1,68,3831,0
1,1,3666,0
1,385,4292,0
1,65,3697,0
1,112,3818,0
1,283,769,0
1,41,3701,0
1,1209,7614,0
1,283,7636,0
1,75,3857,0
1,274,4027,0
1,140,3912,0
1,108,7513,0
1,259,4003,0
1,1209,7614,0
1,479,4135,0
1,1,3672,0
1,243,3899,0
1,38,3767,0
1,57,3947,0
1,823,4479,0
1,63,3749,0
1,7,3693,0
1,1209,7614,0
1,118,3755,0
1,287,3948,0
1,2,3671,0
1,24,3716,0
1,368,4376,0
1,173,3999,0
1,14,3786,0
1,27,3696,0
1,122,3784,0
1,177,3881,0
1,37,3728,0
1,277,3992,0
1,30,3717,0
1,4,3671,0
1,232,3843,0
1,60,3829,0
1,93,3782,0
1,0,379,0
1,144,3931,0
1,95,540,0
1,864,4667,0
1,59,3714,0
1,143,4025,0
1,20,3674,0
1,355,453,0
1,1,3665,0
1,610,846,0
1,165,3846,0
1,15,3698,0
1,134,4028,0
1,95,3868,0
1,11,7433,0
1,1209,7614,0
1,649,4178,0
1,377,4021,0
1,291,770,0
1,71,3782,0
1,355,4171,0
1,166,100,0
1,18,3700,0
1,4,3673,0
1,27,3754,0
1,23,3904,0
1,248,3849,0
1,570,4044,0
1,320,814,0
1,432,894,0
1,233,3801,0
1,178,3870,0
1,320,3908,0
1,28,3916,0
1,48,3720,0
1,198,3800,0
1,452,4203,0
1,74,3765,0
1,447,4291,0
1,152,3780,0
1,1209,7614,0
1,4,3666,0
1,217,291,0
1,290,4033,0
1,210,3794,0
1,76,3781,0
1,58,3933,0
1,274,3957,0
1,1209,7614,0
1,126,3747,0
1,29,445,0
1,25,3912,0
1,1,3665,0
1,1209,7614,0
1,122,3767,0
1,560,4033,0
1,623,4485,0
1,1209,7614,0
1,237,4040,0
1,336,4071,0
1,5,3679,0
1,219,3836,0
1,70,3850,0
1,38,3707,0
1,652,4050,0
1,474,4048,0
1,22,3701,0
1,209,3873,0
1,153,3797,0
1,517,4451,0
1,221,4078,0
1,1209,7614,0
1,21,3691,0
1,66,3719,0
1,19,3710,0
1,448,823,0
1,333,4042,0
1,23,3920,0
1,1,3664,0
1,218,692,0
1,387,4319,0
1,120,3810,0
1,225,3983,0
1,1209,7614,0
1,45,3742,0
1,227,3940,0
1,22,73,0
1,51,85,0
1,170,3833,0
1,1209,7614,0
1,105,3781,0
1,307,4141,0
1,20,3693,0
1,1,3663,0
1,854,4572,0
1,239,3933,0
1,1,3665,0
1,513,4468,0
1,193,736,0
1,245,7769,0
1,1209,7614,0
1,592,4349,0
1,184,7563,0
1,187,3916,0
1,87,3753,0
1,466,4591,0
1,1209,7614,0
1,143,3942,0
1,155,3692,0
1,1209,7614,0
1,1209,7614,0
1,350,4212,0
1,16,3677,0
1,318,3940,0
1,1209,7614,0
1,333,4137,0
1,476,1118,0
1,572,4656,0
1,1209,7614,0
1,73,3727,0
1,120,3959,0
1,72,3850,0
1,73,3882,0
1,1209,7614,0
1,155,1526,0
1,480,829,0
1,174,18740,0
1,1209,7614,0
1,332,3937,0
1,179,4049,0
1,52,3888,0
1,234,3860,0
1,374,4066,0
1,4,3681,0
1,280,7784,0
1,458,4185,0
1,289,747,0
1,135,3928,0
1,429,725,0
1,92,482,0
1,38,3714,0
1,73,3774,0
1,83,3776,0
1,1,3665,0
1,143,3836,0
1,1,3665,0
1,8,3677,0
1,115,3801,0
1,67,3882,0
1,24,7426,0
1,59,3814,0
1,112,3871,0
1,261,3969,0
1,678,4400,0
1,132,3963,0
1,84,4005,0
1,124,487,0
1,238,4129,0
1,123,3853,0
1,85,3829,0
1,151,3910,0
1,409,3884,0
1,321,3913,0
1,112,3829,0
1,318,4138,0
1,118,3759,0
1,150,3922,0
1,12,3683,0
1,10,3669,0
1,178,3838,0
1,30,3726,0
1,487,4250,0
1,333,4256,0
1,14,3780,0
1,309,4212,0
1,79,3742,0
1,2,3665,0
1,294,3988,0
1,27,3692,0
1,38,3924,0
1,273,4195,0
1,283,3969,0
1,21,3722,0
1,461,3949,0
1,49,3731,0
1,169,3962,0
1,527,669,0
1,13,3686,0
1,624,4301,0
1,44,440,0
1,252,4088,0
1,505,4171,0
1,141,3982,0
1,103,3756,0
1,141,3896,0
1,18,3902,0
1,137,3814,0
1,56,3957,0
1,373,4110,0
1,87,3719,0
1,126,3808,0
1,1,3665,0
1,153,3760,0
1,13,3675,0
1,1,3665,0
1,3,3680,0
1,49,3733,0
1,1,3666,0
1,275,3943,0
1,134,3827,0
1,121,3738,0
1,101,3887,0
1,85,3919,0
1,107,3938,0
1,199,3853,0
1,74,3758,0
1,90,3766,0
1,203,639,0
1,1,3664,0
1,239,671,0
1,281,4024,0
1,142,3895,0
1,37,104,0
1,75,3764,0
1,116,3784,0
1,109,511,0
1,565,4363,0
1,299,4371,0
1,224,4003,0
1,265,3894,0
1,78,3742,0
1,62,3704,0
1,77,3775,0
1,1,3664,0
1,28,3756,0
1,176,556,0
1,283,4084,0
1,233,3960,0
1,215,3886,0
1,660,955,0
1,463,4643,0
1,154,4041,0
1,1,3667,0
1,126,3870,0
1,54,3740,0
1,1,3668,0
1,339,4203,0
1,28,3712,0
1,282,4242,0
1,16,3702,0
1,531,4536,0
1,190,4025,0
1,69,3816,0
1,145,3783,0
1,261,4107,0
1,315,4020,0
1,131,3895,0
1,123,3766,0
1,337,770,0
1,2,3665,0
1,89,3863,0
1,1,3664,0
1,235,3965,0
1,1,3664,0
1,14,3780,0
1,39,654,0
1,110,3785,0
1,45,7462,0
1,138,3954,0
1,307,4015,0
1,79,3853,0
1,482,4226,0
1,484,4425,0
1,615,4237,0
1,32,3814,0
1,99,3788,0
1,75,7649,0
1,20,3716,0
1,94,3829,0
1,68,3762,0
1,89,3880,0
1,256,3978,0
1,26,3686,0
1,7,393,0
1,38,3707,0
1,251,4152,0
1,259,4002,0
1,500,4240,0
1,171,3842,0
1,338,4200,0
1,11,3681,0
1,379,899,0
1,152,3805,0
1,251,4034,0
1,288,609,0
1,1,3669,0
1,272,3945,0
1,3,3671,0
1,331,3912,0
1,247,3952,0
1,91,4018,0
1,216,3908,0
1,42,3691,0
1,2,3670,0
1,355,4175,0
1,254,3968,0
1,427,4054,0
1,34,3794,0
1,173,626,0
1,114,3825,0
1,30,3680,0
1,35,3753,0
1,1,3668,0
1,583,4686,0
1,245,4236,0
1,48,3849,0
1,1223,4490,0
1,139,4033,0
1,519,7954,0
1,222,3981,0
1,72,3741,0
1,17,3688,0
1,479,922,0
1,80,18507,0
1,135,3866,0
1,1,3663,0
1,13,425,0
1,1,3665,0
1,110,3955,0
1,210,3867,0
1,1223,4490,0
1,297,7829,0
1,170,3872,0
1,130,3869,0
1,5,10992,0
1,83,3794,0
1,669,4460,0
1,197,3788,0
1,69,3708,0
1,123,3839,0
1,175,3850,0
1,18,3903,0
1,295,4113,0
1,211,3870,0
1,779,4672,0
1,168,4046,0
1,45,3777,0
1,302,4116,0
1,17,3700,0
1,455,4392,0
1,145,3811,0
1,69,3744,0
1,632,4295,0
1,567,4021,0
1,55,3809,0
1,1223,4490,0
1,3,3674,0
1,27,3689,0
1,34,541,0
1,29,3922,0
1,969,4395,0
1,65,514,0
1,166,3813,0
1,147,3944,0
1,3,3672,0
1,1223,4490,0
1,101,3830,0
1,132,548,0
1,24,3694,0
1,339,3792,0
1,5,389,0
1,173,3963,0
1,141,3930,0
1,11,3689,0
1,237,3816,0
1,134,4112,0
1,195,502,0
1,200,362,0
1,597,4278,0
1,188,3858,0
1,41,3711,0
1,27,3905,0
1,8,3678,0
1,1028,4973,0
1,568,4760,0
1,172,3996,0
1,8,3673,0
1,686,4556,0
1,419,4253,0
1,22,3692,0
1,360,4243,0
1,678,4500,0
1,274,4103,0
1,25,3675,0
1,19,3756,0
1,250,3900,0
1,154,3801,0
1,14,3721,0
1,147,692,0
1,8,3672,0
1,7,3699,0
1,31,3700,0
1,278,4055,0
1,154,4046,0
1,153,761,0
1,132,3817,0
1,2946,268,0
1,34,3796,0
1,167,3947,0
1,56,3704,0
1,124,3810,0
1,17,3685,0
1,22,3700,0
1,25,3912,0
1,52,3718,0
1,218,4077,0
1,1223,4490,0
1,185,3986,0
1,171,3905,0
1,8,3679,0
1,24,3741,0
1,188,3864,0
1,1,3663,0
1,64,3754,0
1,17,3689,0
1,186,3975,0
1,735,4066,0
1,69,3737,0
1,1,3666,0
1,77,3771,0
1,618,4448,0
1,164,3927,0
1,330,4126,0
1,8,3676,0
1,226,3925,0
1,60,3752,0
1,633,4439,0
1,43,3708,0
1,2,3666,0
1,157,3954,0
1,264,3985,0
1,27,3732,0
1,70,3848,0
1,373,4163,0
1,297,4191,0
1,219,4131,0
1,1,3665,0
1,28,7611,0
1,427,4288,0
1,81,3906,0
1,69,3749,0
1,116,3876,0
1,1,3664,0
1,27,3719,0
1,32,3696,0
1,15,3684,0
1,27,3692,0
1,36,3733,0
1,485,4178,0
1,36,452,0
1,49,3712,0
1,12,3672,0
1,178,3858,0
1,330,4022,0
1,11,3689,0
1,49,3678,0
1,192,3938,0
1,349,4174,0
1,97,3781,0
1,1223,4490,0
1,21,406,0
1,551,3788,0
1,238,4008,0
1,189,3882,0
1,112,3866,0
1,454,4360,0
1,1223,4490,0
1,33,3698,0
1,293,4044,0
1,245,4094,0
1,140,647,0
1,561,4490,0
1,1,379,0
1,348,4064,0
1,291,4046,0
1,3,3676,0
1,264,4136,0
1,1223,4490,0
1,652,4611,0
1,70,3765,0
1,112,3918,0
1,46,3731,0
1,11,3690,0
1,3,3666,0
1,66,3702,0
1,56,3727,0
1,400,4151,0
1,371,4019,0
1,45,3744,0
1,147,3819,0
1,368,4005,0
1,113,3834,0
1,150,3854,0
1,1007,4389,0
1,9,3689,0
1,45,3742,0
1,211,3964,0
1,478,3937,0
1,789,4288,0
1,81,3906,0
1,30,3686,0
